Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Text,Sentiment,Timestamp,User,Platform,Hashtags,Retweets,Likes,Country,Year,Month,Day,Hour,Cleaned_Tokens,Filtered_Tokens,Lemmatized_Tokens,Dominant_Topic,Topic_Probability
380,381,385,A burst of creativity in the quiet solitude of an artist's studio.  , Creativity   ,2015-09-01 16:00:00, StudioArtist    , Twitter  , #Creativity #ArtistsHaven               ,15.0,30.0, Italy           ,2015,9,1,16,"['a', 'burst', 'of', 'creativity', 'in', 'the', 'quiet', 'solitude', 'of', 'an', 'artists', 'studio']","['burst', 'creativity', 'quiet', 'solitude', 'artists', 'studio']","['burst', 'creativity', 'quiet', 'solitude', 'artist', 'studio']",1,0.5968566
381,382,386,Radiant joy akin to blooming flowers on a sun-kissed spring morning. , Radiance    ,2022-05-05 10:15:00, SpringEnthusiast , Facebook , #Radiance #SpringBlooms                 ,25.0,50.0, Netherlands     ,2022,5,5,10,"['radiant', 'joy', 'akin', 'to', 'blooming', 'flowers', 'on', 'a', 'sunkissed', 'spring', 'morning']","['radiant', 'joy', 'akin', 'blooming', 'flowers', 'sunkissed', 'spring', 'morning']","['radiant', 'joy', 'akin', 'blooming', 'flower', 'sunkissed', 'spring', 'morning']",4,0.84135
382,383,387,A sense of wonder at the vastness of the cosmos on a stargazing night. , Wonder     ,2018-07-08 23:00:00, CosmosExplorer  , Instagram , #Wonder #StargazingAdventure            ,40.0,80.0, South Africa    ,2018,7,8,23,"['a', 'sense', 'of', 'wonder', 'at', 'the', 'vastness', 'of', 'the', 'cosmos', 'on', 'a', 'stargazing', 'night']","['sense', 'wonder', 'vastness', 'cosmos', 'stargazing', 'night']","['sense', 'wonder', 'vastness', 'cosmos', 'stargaze', 'night']",2,0.8801843
383,384,388,Rejuvenated by the salty breeze and the sound of waves at the seaside. , Rejuvenation ,2021-09-20 14:30:00, SeaBreezeLover , Twitter  , #Rejuvenation #SeasideEscape            ,18.0,35.0, Spain           ,2021,9,20,14,"['rejuvenated', 'by', 'the', 'salty', 'breeze', 'and', 'the', 'sound', 'of', 'waves', 'at', 'the', 'seaside']","['rejuvenated', 'salty', 'breeze', 'sound', 'waves', 'seaside']","['rejuvenate', 'salty', 'breeze', 'sound', 'wave', 'seaside']",2,0.7224473
384,385,389,Whispers of inspiration from the rustling leaves in a serene forest. , Inspiration ,2016-11-15 11:45:00, ForestDreamer   , Facebook , #Inspiration #ForestWhispers            ,28.0,55.0, Portugal        ,2016,11,15,11,"['whispers', 'of', 'inspiration', 'from', 'the', 'rustling', 'leaves', 'in', 'a', 'serene', 'forest']","['whispers', 'inspiration', 'rustling', 'leaves', 'serene', 'forest']","['whisper', 'inspiration', 'rustle', 'leaf', 'serene', 'forest']",2,0.8801872
385,386,390,Savoring the warmth of a cup of cocoa on a chilly winter evening.   , Coziness     ,2020-01-12 18:00:00, WinterWarmth    , Instagram , #Coziness #WarmWinterEvening           ,30.0,60.0, Switzerland     ,2020,1,12,18,"['savoring', 'the', 'warmth', 'of', 'a', 'cup', 'of', 'cocoa', 'on', 'a', 'chilly', 'winter', 'evening']","['savoring', 'warmth', 'cup', 'cocoa', 'chilly', 'winter', 'evening']","['savor', 'warmth', 'cup', 'cocoa', 'chilly', 'winter', 'evening']",1,0.9075192
386,387,391,Heartfelt gratitude for the laughter shared during a family reunion. , Gratitude  ,2017-12-28 19:15:00, FamilyGatherer , Facebook , #Gratitude #FamilyLaughter              ,22.0,45.0, Austria         ,2017,12,28,19,"['heartfelt', 'gratitude', 'for', 'the', 'laughter', 'shared', 'during', 'a', 'family', 'reunion']","['heartfelt', 'gratitude', 'laughter', 'shared', 'family', 'reunion']","['heartfelt', 'gratitude', 'laughter', 'share', 'family', 'reunion']",1,0.93589205
387,388,392,"Embarking on a culinary adventure, savoring exotic flavors around the world. ", Adventure ,2019-03-02 20:20:00, CulinaryExplorer , Twitter  , #Adventure #CulinaryJourney             ,35.0,70.0, Belgium         ,2019,3,2,20,"['embarking', 'on', 'a', 'culinary', 'adventure', 'savoring', 'exotic', 'flavors', 'around', 'the', 'world']","['embarking', 'culinary', 'adventure', 'savoring', 'exotic', 'flavors', 'around', 'world']","['embark', 'culinary', 'adventure', 'savor', 'exotic', 'flavor', 'around', 'world']",4,0.5134654
388,389,393,Euphoria floods in as the final puzzle piece clicks into place.       , Euphoria   ,2022-06-08 15:30:00, PuzzleSolver    , Instagram , #Euphoria #PuzzleCompletion            ,20.0,40.0, Denmark         ,2022,6,8,15,"['euphoria', 'floods', 'in', 'as', 'the', 'final', 'puzzle', 'piece', 'clicks', 'into', 'place']","['euphoria', 'floods', 'final', 'puzzle', 'piece', 'clicks', 'place']","['euphoria', 'flood', 'final', 'puzzle', 'piece', 'click', 'place']",1,0.88125473
389,390,394,Awe-inspired by the grandeur of an ancient cathedral's intricate architecture. , Awe    ,2018-08-18 14:45:00, CathedralVisitor , Facebook , #Awe #ArchitecturalGrandeur            ,18.0,35.0, Czech Republic  ,2018,8,18,14,"['aweinspired', 'by', 'the', 'grandeur', 'of', 'an', 'ancient', 'cathedrals', 'intricate', 'architecture']","['aweinspired', 'grandeur', 'ancient', 'cathedrals', 'intricate', 'architecture']","['aweinspired', 'grandeur', 'ancient', 'cathedral', 'intricate', 'architecture']",5,0.8383127
390,391,395,Captivated by the ethereal beauty of a field filled with fireflies. , Enchantment   ,2022-08-10 22:00:00, NightSkyObserver , Instagram , #Enchantment #FireflyField              ,25.0,50.0, Brazil           ,2022,8,10,22,"['captivated', 'by', 'the', 'ethereal', 'beauty', 'of', 'a', 'field', 'filled', 'with', 'fireflies']","['captivated', 'ethereal', 'beauty', 'field', 'filled', 'fireflies']","['captivate', 'ethereal', 'beauty', 'field', 'fill', 'firefly']",2,0.8801747
391,392,396,Immersed in the enchanting melodies of a street musician's violin. , Melodic       ,2019-04-05 17:30:00, MusicLover      , Twitter  , #Melodic #StreetMusic                   ,18.0,35.0, France           ,2019,4,5,17,"['immersed', 'in', 'the', 'enchanting', 'melodies', 'of', 'a', 'street', 'musicians', 'violin']","['immersed', 'enchanting', 'melodies', 'street', 'musicians', 'violin']","['immerse', 'enchant', 'melody', 'street', 'musician', 'violin']",1,0.8812543
392,393,397,Joyful laughter resonates through a lively summer carnival.         , FestiveJoy    ,2020-12-15 15:45:00, CarnivalGoer    , Facebook , #FestiveJoy #SummerCarnival             ,22.0,45.0, Japan            ,2020,12,15,15,"['joyful', 'laughter', 'resonates', 'through', 'a', 'lively', 'summer', 'carnival']","['joyful', 'laughter', 'resonates', 'lively', 'summer', 'carnival']","['joyful', 'laughter', 'resonate', 'lively', 'summer', 'carnival']",4,0.84135103
393,394,398,Exploring the universe within during a mindful meditation session. , InnerJourney  ,2017-10-20 08:15:00, MindfulExplorer , Instagram , #InnerJourney #MeditationBliss          ,35.0,70.0, Canada           ,2017,10,20,8,"['exploring', 'the', 'universe', 'within', 'during', 'a', 'mindful', 'meditation', 'session']","['exploring', 'universe', 'within', 'mindful', 'meditation', 'session']","['explore', 'universe', 'within', 'mindful', 'meditation', 'session']",4,0.44434634
394,395,399,Soaring like a free spirit on the winds of a coastal cliff.        , Freedom       ,2021-02-28 13:00:00, CoastalExplorer , Twitter  , #Freedom #CoastalAdventure              ,30.0,60.0, Australia         ,2021,2,28,13,"['soaring', 'like', 'a', 'free', 'spirit', 'on', 'the', 'winds', 'of', 'a', 'coastal', 'cliff']","['soaring', 'like', 'free', 'spirit', 'winds', 'coastal', 'cliff']","['soar', 'like', 'free', 'spirit', 'wind', 'coastal', 'cliff']",4,0.9275933
395,396,400,Dazzled by the elegance of a masquerade ball's dazzling costumes. , Dazzle        ,2018-06-12 20:30:00, MasqueradeAttendee , Facebook , #Dazzle #MasqueradeElegance            ,28.0,55.0, UK               ,2018,6,12,20,"['dazzled', 'by', 'the', 'elegance', 'of', 'a', 'masquerade', 'balls', 'dazzling', 'costumes']","['dazzled', 'elegance', 'masquerade', 'balls', 'dazzling', 'costumes']","['dazzle', 'elegance', 'masquerade', 'ball', 'dazzle', 'costume']",4,0.22940049
396,397,401,Whimsical delight in a world of whimsical fairy tales.             , Whimsy        ,2016-03-08 14:20:00, FairyTaleAdventurer , Instagram , #Whimsy #FairyTaleMagic                 ,20.0,40.0, USA             ,2016,3,8,14,"['whimsical', 'delight', 'in', 'a', 'world', 'of', 'whimsical', 'fairy', 'tales']","['whimsical', 'delight', 'world', 'whimsical', 'fairy', 'tales']","['whimsical', 'delight', 'world', 'whimsical', 'fairy', 'tale']",5,0.8842584
397,398,402,Reflective contemplation amid the ruins of a forgotten era.        , Reflection    ,2023-04-18 17:10:00, RuinsExplorer   , Twitter  , #Reflection #ForgottenEra               ,18.0,35.0, Greece           ,2023,4,18,17,"['reflective', 'contemplation', 'amid', 'the', 'ruins', 'of', 'a', 'forgotten', 'era']","['reflective', 'contemplation', 'amid', 'ruins', 'forgotten', 'era']","['reflective', 'contemplation', 'amid', 'ruin', 'forget', 'era']",5,0.73182213
398,399,403,Riding the adrenaline rush on a rollercoaster's wild twists.      , Adrenaline     ,2020-07-25 12:45:00, ThrillSeeker    , Facebook , #Adrenaline #RollercoasterThrills      ,22.0,45.0, Germany         ,2020,7,25,12,"['riding', 'the', 'adrenaline', 'rush', 'on', 'a', 'rollercoasters', 'wild', 'twists']","['riding', 'adrenaline', 'rush', 'rollercoasters', 'wild', 'twists']","['rid', 'adrenaline', 'rush', 'rollercoasters', 'wild', 'twist']",4,0.22940049
399,400,404,Harmony resonates as musicians play a symphony of unity.           , Harmony       ,2019-11-30 19:30:00, MusicHarmonist  , Instagram , #Harmony #MusicalUnity                   ,35.0,70.0, Sweden          ,2019,11,30,19,"['harmony', 'resonates', 'as', 'musicians', 'play', 'a', 'symphony', 'of', 'unity']","['harmony', 'resonates', 'musicians', 'play', 'symphony', 'unity']","['harmony', 'resonates', 'musician', 'play', 'symphony', 'unity']",2,0.8326478
400,401,405,A burst of artistic creativity in the quietude of an artist's studio. , ArtisticBurst ,2015-09-01 16:00:00, StudioArtist    , Twitter  , #ArtisticBurst #StudioCreativity       ,15.0,30.0, Italy           ,2015,9,1,16,"['a', 'burst', 'of', 'artistic', 'creativity', 'in', 'the', 'quietude', 'of', 'an', 'artists', 'studio']","['burst', 'artistic', 'creativity', 'quietude', 'artists', 'studio']","['burst', 'artistic', 'creativity', 'quietude', 'artists', 'studio']",1,0.7248855
401,402,406,Radiant joy akin to blossoming flowers on a sunlit spring morning. , Radiance      ,2022-05-05 10:15:00, SpringEnthusiast , Facebook , #Radiance #SpringBlooms                 ,25.0,50.0, Netherlands     ,2022,5,5,10,"['radiant', 'joy', 'akin', 'to', 'blossoming', 'flowers', 'on', 'a', 'sunlit', 'spring', 'morning']","['radiant', 'joy', 'akin', 'blossoming', 'flowers', 'sunlit', 'spring', 'morning']","['radiant', 'joy', 'akin', 'blossoming', 'flower', 'sunlit', 'spring', 'morning']",4,0.84135
402,403,407,Awe-inspired by the vastness of the cosmos on a stargazing night.   , Wonder       ,2018-07-08 23:00:00, CosmosExplorer  , Instagram , #Wonder #StargazingAdventure            ,40.0,80.0, South Africa    ,2018,7,8,23,"['aweinspired', 'by', 'the', 'vastness', 'of', 'the', 'cosmos', 'on', 'a', 'stargazing', 'night']","['aweinspired', 'vastness', 'cosmos', 'stargazing', 'night']","['aweinspired', 'vastness', 'cosmos', 'stargaze', 'night']",1,0.7248533
403,404,408,Rejuvenated by the salty breeze and the sound of waves at the seaside. , Rejuvenation ,2021-09-20 14:30:00, SeaBreezeLover , Twitter  , #Rejuvenation #SeasideEscape            ,18.0,35.0, Spain           ,2021,9,20,14,"['rejuvenated', 'by', 'the', 'salty', 'breeze', 'and', 'the', 'sound', 'of', 'waves', 'at', 'the', 'seaside']","['rejuvenated', 'salty', 'breeze', 'sound', 'waves', 'seaside']","['rejuvenate', 'salty', 'breeze', 'sound', 'wave', 'seaside']",2,0.7224473
404,405,409,Whispers of inspiration from the rustling leaves in a serene forest. , Inspiration  ,2016-11-15 11:45:00, ForestDreamer   , Facebook , #Inspiration #ForestWhispers            ,28.0,55.0, Portugal        ,2016,11,15,11,"['whispers', 'of', 'inspiration', 'from', 'the', 'rustling', 'leaves', 'in', 'a', 'serene', 'forest']","['whispers', 'inspiration', 'rustling', 'leaves', 'serene', 'forest']","['whisper', 'inspiration', 'rustle', 'leaf', 'serene', 'forest']",2,0.8801868
405,406,410,Savoring the warmth of a cup of cocoa on a chilly winter evening.   , Coziness     ,2020-01-12 18:00:00, WinterWarmth    , Instagram , #Coziness #WarmWinterEvening           ,30.0,60.0, Switzerland     ,2020,1,12,18,"['savoring', 'the', 'warmth', 'of', 'a', 'cup', 'of', 'cocoa', 'on', 'a', 'chilly', 'winter', 'evening']","['savoring', 'warmth', 'cup', 'cocoa', 'chilly', 'winter', 'evening']","['savor', 'warmth', 'cup', 'cocoa', 'chilly', 'winter', 'evening']",1,0.9075191
406,407,411,Heartfelt gratitude for the laughter shared during a family reunion. , Gratitude  ,2017-12-28 19:15:00, FamilyGatherer , Facebook , #Gratitude #FamilyLaughter              ,22.0,45.0, Austria         ,2017,12,28,19,"['heartfelt', 'gratitude', 'for', 'the', 'laughter', 'shared', 'during', 'a', 'family', 'reunion']","['heartfelt', 'gratitude', 'laughter', 'shared', 'family', 'reunion']","['heartfelt', 'gratitude', 'laughter', 'share', 'family', 'reunion']",1,0.9358937
407,408,412,"Embarking on a culinary odyssey, savoring flavors around the world. ", CulinaryOdyssey ,2019-03-02 20:20:00, CulinaryExplorer , Twitter  , #CulinaryOdyssey #FlavorsAroundTheWorld ,35.0,70.0, Belgium         ,2019,3,2,20,"['embarking', 'on', 'a', 'culinary', 'odyssey', 'savoring', 'flavors', 'around', 'the', 'world']","['embarking', 'culinary', 'odyssey', 'savoring', 'flavors', 'around', 'world']","['embark', 'culinary', 'odyssey', 'savor', 'flavor', 'around', 'world']",4,0.56505585
408,409,413,Euphoria floods in as the final puzzle piece fits perfectly.       , Euphoria     ,2022-06-08 15:30:00, PuzzleSolver    , Instagram , #Euphoria #PerfectPuzzle               ,20.0,40.0, Denmark         ,2022,6,8,15,"['euphoria', 'floods', 'in', 'as', 'the', 'final', 'puzzle', 'piece', 'fits', 'perfectly']","['euphoria', 'floods', 'final', 'puzzle', 'piece', 'fits', 'perfectly']","['euphoria', 'flood', 'final', 'puzzle', 'piece', 'fit', 'perfectly']",1,0.8340931
409,410,414,Awe-struck by the grandeur of an ancient cathedral's intricate architecture. , Awe    ,2018-08-18 14:45:00, CathedralVisitor , Facebook , #Awe #ArchitecturalGrandeur            ,18.0,35.0, Czech Republic  ,2018,8,18,14,"['awestruck', 'by', 'the', 'grandeur', 'of', 'an', 'ancient', 'cathedrals', 'intricate', 'architecture']","['awestruck', 'grandeur', 'ancient', 'cathedrals', 'intricate', 'architecture']","['awestruck', 'grandeur', 'ancient', 'cathedral', 'intricate', 'architecture']",5,0.8383127
410,411,415,Curiosity awakened by the mysteries of an ancient archaeological site. , Curiosity  ,2015-11-08 10:00:00, ArchaeologyEnthusiast , Instagram , #Curiosity #AncientMysteries          ,18.0,35.0, Australia ,2015,11,8,10,"['curiosity', 'awakened', 'by', 'the', 'mysteries', 'of', 'an', 'ancient', 'archaeological', 'site']","['curiosity', 'awakened', 'mysteries', 'ancient', 'archaeological', 'site']","['curiosity', 'awaken', 'mystery', 'ancient', 'archaeological', 'site']",5,0.8842688
411,412,416,Giddy with excitement as the first snowflakes dance from the sky. , Excitement   ,2020-12-02 17:30:00, SnowfallEnthusiast , Twitter  , #Excitement #SnowfallMagic             ,22.0,45.0, Canada         ,2020,12,2,17,"['giddy', 'with', 'excitement', 'as', 'the', 'first', 'snowflakes', 'dance', 'from', 'the', 'sky']","['giddy', 'excitement', 'first', 'snowflakes', 'dance', 'sky']","['giddy', 'excitement', 'first', 'snowflakes', 'dance', 'sky']",3,0.59460974
412,413,417,Contentment envelops as the aroma of freshly baked bread fills the air. , Contentment ,2017-06-10 12:15:00, BreadLover     , Instagram , #Contentment #FreshBreadAroma          ,28.0,55.0, France          ,2017,6,10,12,"['contentment', 'envelops', 'as', 'the', 'aroma', 'of', 'freshly', 'baked', 'bread', 'fills', 'the', 'air']","['contentment', 'envelops', 'aroma', 'freshly', 'baked', 'bread', 'fills', 'air']","['contentment', 'envelop', 'aroma', 'freshly', 'bake', 'bread', 'fill', 'air']",4,0.88643634
413,414,418,Inspired by the resilience of a lone tree standing tall in a storm. , Resilience   ,2021-04-15 14:20:00, NatureResilient , Facebook , #Resilience #StandingTall              ,35.0,70.0, USA             ,2021,4,15,14,"['inspired', 'by', 'the', 'resilience', 'of', 'a', 'lone', 'tree', 'standing', 'tall', 'in', 'a', 'storm']","['inspired', 'resilience', 'lone', 'tree', 'standing', 'tall', 'storm']","['inspire', 'resilience', 'lone', 'tree', 'stand', 'tall', 'storm']",5,0.44105014
414,415,419,"Lost in the pages of a captivating novel, transported to another world. ", Immersion ,2019-09-28 19:45:00, Bookworm       , Twitter  , #Immersion #CaptivatingNovel           ,20.0,40.0, UK              ,2019,9,28,19,"['lost', 'in', 'the', 'pages', 'of', 'a', 'captivating', 'novel', 'transported', 'to', 'another', 'world']","['lost', 'pages', 'captivating', 'novel', 'transported', 'another', 'world']","['lose', 'page', 'captivate', 'novel', 'transport', 'another', 'world']",3,0.526586
415,416,420,Drenched in nostalgia while flipping through an old family photo album. , Nostalgia ,2016-12-05 21:00:00, FamilyHistorian , Instagram , #Nostalgia #FamilyPhotoAlbum           ,25.0,50.0, India          ,2016,12,5,21,"['drenched', 'in', 'nostalgia', 'while', 'flipping', 'through', 'an', 'old', 'family', 'photo', 'album']","['drenched', 'nostalgia', 'flipping', 'old', 'family', 'photo', 'album']","['drench', 'nostalgia', 'flip', 'old', 'family', 'photo', 'album']",2,0.9067121
416,417,421,Spark of inspiration ignites like a shooting star in the night sky. , Spark        ,2018-02-10 23:30:00, NightSkyWatcher , Facebook , #Spark #InspirationIgnited             ,30.0,60.0, Australia      ,2018,2,10,23,"['spark', 'of', 'inspiration', 'ignites', 'like', 'a', 'shooting', 'star', 'in', 'the', 'night', 'sky']","['spark', 'inspiration', 'ignites', 'like', 'shooting', 'star', 'night', 'sky']","['spark', 'inspiration', 'ignites', 'like', 'shoot', 'star', 'night', 'sky']",1,0.92426324
417,418,422,Imbued with gratitude for the simple pleasure of a warm cup of tea. , Gratitude    ,2023-02-15 08:30:00, TeaEnthusiast  , Twitter  , #Gratitude #WarmTea                    ,18.0,35.0, Japan           ,2023,2,15,8,"['imbued', 'with', 'gratitude', 'for', 'the', 'simple', 'pleasure', 'of', 'a', 'warm', 'cup', 'of', 'tea']","['imbued', 'gratitude', 'simple', 'pleasure', 'warm', 'cup', 'tea']","['imbue', 'gratitude', 'simple', 'pleasure', 'warm', 'cup', 'tea']",1,0.8812398
418,419,423,Marveling at the kaleidoscope of colors in a vibrant street market. , Marvel       ,2015-08-22 15:00:00, MarketExplorer , Instagram , #Marvel #ColorfulStreetMarket          ,22.0,45.0, Brazil          ,2015,8,22,15,"['marveling', 'at', 'the', 'kaleidoscope', 'of', 'colors', 'in', 'a', 'vibrant', 'street', 'market']","['marveling', 'kaleidoscope', 'colors', 'vibrant', 'street', 'market']","['marvel', 'kaleidoscope', 'color', 'vibrant', 'street', 'market']",2,0.90669817
419,420,424,Awash with serenity as the sun sets over a tranquil lakeside retreat. , Serenity   ,2020-11-20 18:45:00, LakesideRetreater , Facebook , #Serenity #TranquilSunset              ,28.0,55.0, Germany       ,2020,11,20,18,"['awash', 'with', 'serenity', 'as', 'the', 'sun', 'sets', 'over', 'a', 'tranquil', 'lakeside', 'retreat']","['awash', 'serenity', 'sun', 'sets', 'tranquil', 'lakeside', 'retreat']","['awash', 'serenity', 'sun', 'set', 'tranquil', 'lakeside', 'retreat']",2,0.59684557
420,421,425,Drowning in sorrow as memories of lost love resurface.            , Heartbreak    ,2019-08-05 21:00:00, LostInLove      , Instagram , #Heartbreak #LostLove                    ,15.0,30.0, USA             ,2019,8,5,21,"['drowning', 'in', 'sorrow', 'as', 'memories', 'of', 'lost', 'love', 'resurface']","['drowning', 'sorrow', 'memories', 'lost', 'love', 'resurface']","['drown', 'sorrow', 'memory', 'lose', 'love', 'resurface']",3,0.9224212
421,422,426,Numbness sets in as the weight of loneliness grows heavier.       , Loneliness    ,2021-02-12 16:45:00, SolitudeSeeker , Twitter  , #Loneliness #HeavyHeart                  ,18.0,35.0, Canada          ,2021,2,12,16,"['numbness', 'sets', 'in', 'as', 'the', 'weight', 'of', 'loneliness', 'grows', 'heavier']","['numbness', 'sets', 'weight', 'loneliness', 'grows', 'heavier']","['numbness', 'set', 'weight', 'loneliness', 'grows', 'heavier']",2,0.5971115
422,423,427,"Tears fall like raindrops, mourning the end of a cherished friendship. ", Grief      ,2020-11-28 14:20:00, FriendshipsEnd  , Facebook , #Grief #LostFriendship                  ,22.0,45.0, UK              ,2020,11,28,14,"['tears', 'fall', 'like', 'raindrops', 'mourning', 'the', 'end', 'of', 'a', 'cherished', 'friendship']","['tears', 'fall', 'like', 'raindrops', 'mourning', 'end', 'cherished', 'friendship']","['tear', 'fall', 'like', 'raindrop', 'mourn', 'end', 'cherish', 'friendship']",3,0.9342856
423,424,428,"Despair clouds the mind, feeling adrift in an endless sea of darkness. ", Despair   ,2016-05-15 22:30:00, LostInDarkness  , Instagram , #Despair #EndlessDarkness               ,28.0,55.0, Australia        ,2016,5,15,22,"['despair', 'clouds', 'the', 'mind', 'feeling', 'adrift', 'in', 'an', 'endless', 'sea', 'of', 'darkness']","['despair', 'clouds', 'mind', 'feeling', 'adrift', 'endless', 'sea', 'darkness']","['despair', 'cloud', 'mind', 'feel', 'adrift', 'endless', 'sea', 'darkness']",5,0.9261767
424,425,429,"Shattered by betrayal, trust crumbles like fragile glass.          ", Betrayal      ,2018-09-10 13:15:00, BrokenTrust     , Twitter  , #Betrayal #ShatteredTrust               ,22.0,45.0, Germany         ,2018,9,10,13,"['shattered', 'by', 'betrayal', 'trust', 'crumbles', 'like', 'fragile', 'glass']","['shattered', 'betrayal', 'trust', 'crumbles', 'like', 'fragile', 'glass']","['shatter', 'betrayal', 'trust', 'crumbles', 'like', 'fragile', 'glass']",3,0.92241883
425,426,430,"Aching heart, the symphony of pain plays in the silence of solitude. ", Suffering ,2022-03-20 19:30:00, SilentSufferer  , Facebook , #Suffering #HeartacheSymphony          ,25.0,50.0, Brazil          ,2022,3,20,19,"['aching', 'heart', 'the', 'symphony', 'of', 'pain', 'plays', 'in', 'the', 'silence', 'of', 'solitude']","['aching', 'heart', 'symphony', 'pain', 'plays', 'silence', 'solitude']","['ache', 'heart', 'symphony', 'pain', 'play', 'silence', 'solitude']",2,0.9067192
426,427,431,"Emotional storm, a whirlwind of sadness engulfs every thought.    ", EmotionalStorm ,2017-07-18 17:45:00, StormyFeelings  , Instagram , #EmotionalStorm #SadnessWhirlwind      ,30.0,60.0, India          ,2017,7,18,17,"['emotional', 'storm', 'a', 'whirlwind', 'of', 'sadness', 'engulfs', 'every', 'thought']","['emotional', 'storm', 'whirlwind', 'sadness', 'engulfs', 'every', 'thought']","['emotional', 'storm', 'whirlwind', 'sadness', 'engulfs', 'every', 'thought']",2,0.9066305
427,428,432,"Haunted by regrets, the ghost of the past lingers relentlessly.   ", Regret        ,2018-12-15 10:00:00, LingeringGhost  , Twitter  , #Regret #HauntedPast                    ,18.0,35.0, France         ,2018,12,15,10,"['haunted', 'by', 'regrets', 'the', 'ghost', 'of', 'the', 'past', 'lingers', 'relentlessly']","['haunted', 'regrets', 'ghost', 'past', 'lingers', 'relentlessly']","['haunt', 'regret', 'ghost', 'past', 'lingers', 'relentlessly']",5,0.9098818
428,429,433,"Torn apart by grief, the echoes of loss reverberate through the soul. ", Grief      ,2015-06-28 21:15:00, EchoesOfLoss    , Facebook , #Grief #TornApart                       ,28.0,55.0, Italy         ,2015,6,28,21,"['torn', 'apart', 'by', 'grief', 'the', 'echoes', 'of', 'loss', 'reverberate', 'through', 'the', 'soul']","['torn', 'apart', 'grief', 'echoes', 'loss', 'reverberate', 'soul']","['torn', 'apart', 'grief', 'echo', 'loss', 'reverberate', 'soul']",4,0.8864301
429,430,434,"Isolation deepens, an emotional winter where warmth is but a distant memory. ", Isolation ,2020-04-02 14:20:00, WinterOfEmotions , Instagram , #Isolation #EmotionalWinter            ,35.0,70.0, Japan       ,2020,4,2,14,"['isolation', 'deepens', 'an', 'emotional', 'winter', 'where', 'warmth', 'is', 'but', 'a', 'distant', 'memory']","['isolation', 'deepens', 'emotional', 'winter', 'warmth', 'distant', 'memory']","['isolation', 'deepen', 'emotional', 'winter', 'warmth', 'distant', 'memory']",1,0.42402473
430,431,435,"Soul-crushing disappointment, hopes shattered like fragile glass. ", Disappointment ,2019-10-08 18:30:00, ShatteredHopes  , Twitter  , #Disappointment #CrushedHopes          ,20.0,40.0, Spain        ,2019,10,8,18,"['soulcrushing', 'disappointment', 'hopes', 'shattered', 'like', 'fragile', 'glass']","['soulcrushing', 'disappointment', 'hopes', 'shattered', 'like', 'fragile', 'glass']","['soulcrushing', 'disappointment', 'hope', 'shatter', 'like', 'fragile', 'glass']",4,0.92758954
431,432,436,"Painful echoes of a love once cherished, now lost in the abyss of time. ", LostLove ,2016-11-22 09:45:00, AbyssOfTime     , Facebook , #LostLove #PainfulEchoes               ,22.0,45.0, Netherlands  ,2016,11,22,9,"['painful', 'echoes', 'of', 'a', 'love', 'once', 'cherished', 'now', 'lost', 'in', 'the', 'abyss', 'of', 'time']","['painful', 'echoes', 'love', 'cherished', 'lost', 'abyss', 'time']","['painful', 'echo', 'love', 'cherish', 'lost', 'abyss', 'time']",4,0.9115441
432,433,437,"Heartache deepens, a solitary journey through the abyss of despair. ", Despair   ,2022-08-18 22:00:00, SolitaryDescent , Instagram , #Despair #AbyssOfHeartache             ,40.0,80.0, South Africa ,2022,8,18,22,"['heartache', 'deepens', 'a', 'solitary', 'journey', 'through', 'the', 'abyss', 'of', 'despair']","['heartache', 'deepens', 'solitary', 'journey', 'abyss', 'despair']","['heartache', 'deepens', 'solitary', 'journey', 'abyss', 'despair']",4,0.5663015
433,434,438,"Melancholy lingers, a bittersweet serenade in the quietude of solitude. ", Melancholy ,2017-03-12 23:30:00, SerenadeOfSolitude , Twitter , #Melancholy #QuietSerenade             ,18.0,35.0, UK         ,2017,3,12,23,"['melancholy', 'lingers', 'a', 'bittersweet', 'serenade', 'in', 'the', 'quietude', 'of', 'solitude']","['melancholy', 'lingers', 'bittersweet', 'serenade', 'quietude', 'solitude']","['melancholy', 'lingers', 'bittersweet', 'serenade', 'quietude', 'solitude']",5,0.58696264
434,435,439,"Bitterness like a poison, seeping into every crevice of the wounded heart. ", Bitterness ,2015-12-15 16:15:00, PoisonedHeart   , Facebook , #Bitterness #WoundedHeart              ,25.0,50.0, Australia   ,2015,12,15,16,"['bitterness', 'like', 'a', 'poison', 'seeping', 'into', 'every', 'crevice', 'of', 'the', 'wounded', 'heart']","['bitterness', 'like', 'poison', 'seeping', 'every', 'crevice', 'wounded', 'heart']","['bitterness', 'like', 'poison', 'seep', 'every', 'crevice', 'wound', 'heart']",4,0.71994007
435,436,440,"Emotional exhaustion, the weight of the world crushing weary shoulders. ", Exhaustion ,2021-09-05 13:30:00, WearySoulCrushed , Instagram , #Exhaustion #CrushedSpirit             ,35.0,70.0, Canada     ,2021,9,5,13,"['emotional', 'exhaustion', 'the', 'weight', 'of', 'the', 'world', 'crushing', 'weary', 'shoulders']","['emotional', 'exhaustion', 'weight', 'world', 'crushing', 'weary', 'shoulders']","['emotional', 'exhaustion', 'weight', 'world', 'crush', 'weary', 'shoulder']",5,0.44147354
